Wall time,Step,Value
1727268531.1651022,24,-0.011094296351075172
1727268531.4804604,48,-0.019236313179135323
1727268531.7996738,72,-0.017178978770971298
1727268532.1148756,96,-0.01672523282468319
1727268532.4315283,120,-0.01630975678563118
1727268532.7460847,144,-0.016049565747380257
1727268533.0590258,168,-0.015571244060993195
1727268533.371442,192,-0.015286681242287159
1727268533.6819751,216,-0.015113133937120438
1727268533.997802,240,-0.014888620935380459
1727268534.3136199,264,-0.014847660437226295
1727268534.6275191,288,-0.014784730039536953
1727268534.9428084,312,-0.014530276879668236
1727268535.2527878,336,-0.014418750070035458
1727268535.5659335,360,-0.014274472370743752
1727268535.8764837,384,-0.014206556603312492
1727268536.1882274,408,-0.014235795475542545
1727268536.49605,432,-0.014153570868074894
1727268536.8062704,456,-0.014131110161542892
1727268537.1179426,480,-0.014130902476608753
1727268537.425812,504,-0.014032571576535702
1727268537.746279,528,-0.013972660526633263
1727268538.0569642,552,-0.013885087333619595
1727268538.3685484,576,-0.013901112601161003
1727268538.678337,600,-0.013975419104099274
1727268538.9832175,624,-0.014100806787610054
1727268539.2909963,648,-0.014235466718673706
1727268539.6025374,672,-0.01428130641579628
1727268539.9138598,696,-0.014450683258473873
1727268540.227911,720,-0.014585309661924839
1727268540.5350213,744,-0.01469444576650858
1727268540.8517244,768,-0.014866498298943043
1727268541.159755,792,-0.015175379812717438
1727268541.469333,816,-0.01550543773919344
1727268541.7802804,840,-0.015816781669855118
1727268542.08631,864,-0.01617356389760971
1727268542.4001737,888,-0.01646035723388195
1727268542.7094245,912,-0.01678113266825676
1727268543.015918,936,-0.017543990164995193
1727268543.3356478,960,-0.018321095034480095
1727268543.6486747,984,-0.018895156681537628
1727268543.959433,1008,-0.01977451518177986
1727268544.27543,1032,-0.020504137501120567
1727268544.5870273,1056,-0.021208815276622772
1727268544.9014122,1080,-0.021793685853481293
1727268545.2148361,1104,-0.022433670237660408
1727268545.5325062,1128,-0.023365741595625877
1727268545.8434012,1152,-0.024290526285767555
1727268546.1558053,1176,-0.024900274351239204
1727268546.4719825,1200,-0.02645113319158554
1727268546.781085,1224,-0.028692755848169327
1727268547.0903206,1248,-0.03224920108914375
1727268547.402024,1272,-0.03718531131744385
1727268547.7165778,1296,-0.04024886712431908
1727268548.0263357,1320,-0.046094369143247604
1727268548.3366888,1344,-0.05030970647931099
1727268548.6431541,1368,-0.06238803267478943
1727268548.9538164,1392,-0.0650179386138916
1727268549.2671118,1416,-0.07621735334396362
1727268549.5848215,1440,-0.10233470797538757
1727268549.9025583,1464,-0.08732440322637558
1727268550.2165294,1488,-0.10920528322458267
1727268550.5276663,1512,-0.4542944133281708
1727268550.8352509,1536,-0.568272590637207
1727268551.137983,1560,-0.7237063646316528
1727268551.457023,1584,-1.1108773946762085
1727268551.789241,1608,-1.8936952352523804
1727268552.1132355,1632,-2.085007905960083
1727268552.426393,1656,-2.854154109954834
1727268552.7273142,1680,-2.3292016983032227
1727268553.031724,1704,-0.32698574662208557
1727268553.3467624,1728,-0.6886867880821228
1727268553.6664996,1752,-0.9754065275192261
1727268553.971379,1776,-0.9174256324768066
1727268554.274262,1800,-0.8138961791992188
1727268554.578143,1824,-0.6717818379402161
1727268554.8872964,1848,-0.6865099668502808
1727268555.2014463,1872,-0.6811033487319946
1727268555.5162787,1896,-0.5696351528167725
1727268555.8345132,1920,-0.5995560884475708
1727268556.1554644,1944,-0.6714450120925903
1727268556.4744945,1968,-0.7004372477531433
1727268556.797764,1992,-0.8204596638679504
1727268557.1007543,2016,-0.3637808561325073
1727268557.3867664,2040,-0.22961844503879547
1727268557.6736588,2064,-0.08879341930150986
1727268557.9738853,2088,-1.2511563301086426
1727268558.2647371,2112,-1.5004140138626099
1727268558.5630128,2136,-1.99551522731781
1727268558.871177,2160,-0.7767313718795776
1727268559.1746054,2184,-0.4386861026287079
1727268559.4700944,2208,-0.6285415887832642
1727268559.772562,2232,-1.0500189065933228
1727268560.0879111,2256,-0.730819582939148
1727268560.4000926,2280,-0.598792314529419
1727268560.721833,2304,-0.7190064191818237
1727268561.0455997,2328,-0.7702229619026184
1727268561.3718934,2352,-0.6236894130706787
1727268561.7037547,2376,-0.7050635814666748
1727268562.0364385,2400,-0.6596046686172485
1727268562.3656456,2424,-0.6426987051963806
1727268562.6899354,2448,-0.8671531677246094
1727268563.0170555,2472,-0.7916648387908936
1727268563.3444173,2496,-0.45199620723724365
1727268563.6568043,2520,-0.28166553378105164
1727268563.9674394,2544,-0.1790778934955597
1727268564.277042,2568,-0.03228854760527611
1727268564.6000288,2592,-4.300771713256836
1727268564.9018545,2616,-4.300771713256836
1727268565.2081733,2640,-1.9352781772613525
1727268565.517782,2664,-0.2684837579727173
1727268565.8250122,2688,-0.8253557085990906
1727268566.123369,2712,-0.2254650741815567
1727268566.4357843,2736,-0.6902140974998474
1727268566.7526875,2760,-0.7897214293479919
1727268567.0696082,2784,-0.7499899864196777
1727268567.3888123,2808,-0.7025130987167358
1727268567.7051082,2832,-0.697880208492279
1727268568.0282927,2856,-0.6721276640892029
1727268568.357487,2880,-0.7681440711021423
1727268568.6831381,2904,-0.7865275740623474
1727268569.0125568,2928,-0.6670045852661133
1727268569.344861,2952,-0.8757484555244446
